id,supplier,parentSupplier,zone,country,category,kpiApplicability,invoiceOnTimeCount,totalPoLines,year,month
iot-212,Aire Global,AIRE GLOBAL GROUP LIMITED,EUR,The Netherlands,MARKETING,Applicable,1,2,2025,10
iot-213,Aire Global,AIRE GLOBAL GROUP LIMITED,EUR,United Kingdom,LABELS,Applicable,0,1,2025,10
iot-214,Aire Global,AIRE GLOBAL GROUP LIMITED,EUR,United Kingdom,MARKETING,Applicable,24,40,2025,10
iot-215,Akten- und Datenvernichtung vor Ort,Machleit-Anzenberger GmbH & Co. KG,EUR,Germany,CO-PRODUCTS,Applicable,1,1,2025,10
iot-216,Alain DE LOECKER,Alain De Loecker,EUR,Belgium,CORRUGATED BOARD,Applicable,1,1,2025,10
iot-217,Alain DE LOECKER,Alain De Loecker,EUR,Belgium,FINISHED PRODUCTS,Applicable,2,2,2025,10
iot-218,Alain DE LOECKER,Alain De Loecker,EUR,Belgium,PALLETS,Applicable,2,2,2025,10
iot-219,Alberti G. e Santi R.,ALBERTI GERMANO E SANTI ROMANO SRL,EUR,Belgium,LOGISTICS,Applicable,1,1,2025,10
iot-220,Alberti G. e Santi R.,ALBERTI GERMANO E SANTI ROMANO SRL,EUR,United Kingdom,LOGISTICS,Applicable,1,1,2025,10
iot-221,Alfa Laval Benelux BV,Alfa Laval AB,EUR,Belgium,MAINTENANCE,Applicable,1,3,2025,10
iot-222,Alfa Laval Mid Europe GmbH,Alfa Laval Holding GmbH,EUR,Germany,LOGISTICS,Applicable,2,2,2025,10
iot-223,Alfa Laval Mid Europe GmbH,Alfa Laval Holding GmbH,EUR,Germany,MAINTENANCE,Applicable,4,4,2025,10
iot-224,All S.r.l,UNITING GROUP HOLDING,EUR,Italy,MARKETING,Applicable,1,1,2025,10
iot-225,All Safety BV,OptiGroup Holding AB,EUR,Belgium,MAINTENANCE,Applicable,0,1,2025,10
iot-226,AllSign BV,Allsign,EUR,Belgium,LOGISTICS,Applicable,0,1,2025,10
iot-227,AllSign BV,Allsign,EUR,Belgium,MAINTENANCE,Applicable,0,1,2025,10
iot-228,Amandus Dierks GmbH,Amandus Dierks GmbH,EUR,Germany,MAINTENANCE,Applicable,1,1,2025,10
iot-229,"Amazon Business EU SARL, sede secon","Amazon.com, Inc.",EUR,Italy,TRAVEL,Applicable,2,2,2025,10
iot-230,Amazon Online Germany GmbH,"Amazon.com, Inc.",EUR,Germany,SALES,Applicable,1,1,2025,10
iot-231,Ammat Glass Industries FZE,AMMAT GLASS INDUSTRIES,EUR,Belgium,BOTTLES,Applicable,1,4,2025,10
iot-232,AnalytiChem,BV ACQUISITIONS XIII BK LIMITED,EUR,Germany,OTHER CONSUMABLES,Applicable,4,4,2025,10
iot-233,Ankobe BV,Ankobe,EUR,Belgium,MARKETING,Applicable,0,1,2025,10
iot-234,Antoine N.V. SA,ETS ANTOINE,EUR,Belgium,BEER DISPENSE MATERIALS,Applicable,144,146,2025,10
iot-235,Antoine N.V. SA,ETS ANTOINE,EUR,Belgium,LOGISTICS,Applicable,4,4,2025,10
iot-236,Antoine N.V. SA,ETS ANTOINE,EUR,Belgium,SALES,Applicable,9,9,2025,10
iot-237,Anton Paar Germany GmbH,SANTNER PRIVATSTIFTUNG,EUR,Germany,MAINTENANCE,Applicable,4,4,2025,10
iot-238,Anton Paar Germany GmbH,SANTNER PRIVATSTIFTUNG,EUR,Germany,OTHER CONSUMABLES,Applicable,4,4,2025,10
iot-239,Anton Paar Netherlands B.V.,SANTNER PRIVATSTIFTUNG,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,0,1,2025,10
iot-240,Anton Paar ltd CAPEX,SANTNER PRIVATSTIFTUNG,EUR,United Kingdom,MAINTENANCE,Applicable,0,4,2025,10
iot-241,Anton Paar ltd CAPEX,SANTNER PRIVATSTIFTUNG,EUR,United Kingdom,OTHER CONSUMABLES,Applicable,0,5,2025,10
iot-242,Anton Paar ltd CAPEX,SANTNER PRIVATSTIFTUNG,EUR,United Kingdom,PEOPLE,Applicable,1,1,2025,10
iot-243,Aon UK Limited,AON PUBLIC LIMITED COMPANY,EUR,Belgium,PEOPLE,Applicable,0,1,2025,10
iot-244,Apleona HSG B.V.,Panaleo Equityco S.à r.l.,EUR,The Netherlands,SERVICES,Applicable,137,137,2025,10
iot-245,Apleona HSG BVBA,Panaleo Equityco S.à r.l.,EUR,Belgium,SERVICES,Applicable,4,330,2025,10
iot-246,Apleona HSG Limited,APLEONA HSG,EUR,United Kingdom,MAINTENANCE,Applicable,6,11,2025,10
iot-247,Apleona HSG Limited,APLEONA HSG,EUR,United Kingdom,SERVICES,Applicable,330,403,2025,10
iot-248,Apleona HSG SAS,APLEONA HSG,EUR,France,SERVICES,Applicable,60,95,2025,10
iot-249,Apleona HSG Sarl,Panaleo Equityco S.à r.l.,EUR,Luxembourg,SERVICES,Applicable,5,22,2025,10
iot-250,Apleona HSG s.r.o.,Panaleo Equityco S.à r.l.,EUR,ZCC-Prague,SERVICES,Applicable,2,2,2025,10
iot-251,Apleona Nordost GmbH,APLEONA HSG,EUR,Germany,LEGAL,Applicable,1,1,2025,10
iot-252,Apleona Nordost GmbH,APLEONA HSG,EUR,Germany,MAINTENANCE,Applicable,50,55,2025,10
iot-253,Apleona Nordost GmbH,APLEONA HSG,EUR,Germany,MARKETING,Applicable,2,2,2025,10
iot-254,Apleona Nordost GmbH,APLEONA HSG,EUR,Germany,OFFICE UTILITIES,Applicable,6,6,2025,10
iot-255,Apleona Nordost GmbH,APLEONA HSG,EUR,Germany,PEOPLE,Applicable,3,3,2025,10
iot-256,Apleona Nordost GmbH,APLEONA HSG,EUR,Germany,SERVICES,Applicable,51,51,2025,10
iot-257,Apleona Nordost GmbH,APLEONA HSG,EUR,Germany,TECHNOLOGY,Applicable,1,1,2025,10
iot-258,Apleona Nordost GmbH,APLEONA HSG,EUR,Germany,TRAVEL,Applicable,12,12,2025,10
iot-259,Aquacool Ltd,AQUACOOL LTD.,EUR,United Kingdom,PEOPLE,Applicable,1,1,2025,10
iot-260,Arcas Law,Arcas Advocaten,EUR,Belgium,LEGAL,Applicable,5,5,2025,10
iot-261,Arctos Industriekälte AG,Arctos Industriekälte AG,EUR,Germany,MAINTENANCE,Applicable,3,4,2025,10
iot-262,Ardagh Glass Dongen,ARDAGH GROUP,EUR,Belgium,OTHER PACKAGING,Applicable,0,1,2025,10
iot-263,Ardagh Glass GmbH,ARDAGH GROUP,EUR,Belgium,BOTTLES,Applicable,71,72,2025,10
iot-264,Ardagh Glass GmbH,ARDAGH GROUP,EUR,Germany,BOTTLES,Applicable,270,272,2025,10
iot-265,Ardagh Glass SA,ARDAGH GROUP,EUR,Belgium,BOTTLES,Applicable,52,67,2025,10
iot-266,Ardagh Glass SA,ARDAGH GROUP,EUR,Germany,BOTTLES,Applicable,47,47,2025,10
iot-267,Ardagh Metal Beverage Trading,ARDAGH GROUP,EUR,Belgium,CANS,Applicable,156,158,2025,10
iot-268,Ardagh Metal Beverage Trading,ARDAGH GROUP,EUR,Belgium,OTHER PACKAGING,Applicable,0,2,2025,10
iot-269,Ardagh Metal Beverage Trading,ARDAGH GROUP,EUR,France,BOTTLES,Applicable,0,1,2025,10
iot-270,Ardagh Metal Beverage Trading,ARDAGH GROUP,EUR,The Netherlands,BOTTLES,Applicable,2,2,2025,10
iot-271,Ardagh Metal Beverage Trading Germa,ARDAGH GROUP,EUR,Germany,CANS,Applicable,87,93,2025,10
iot-272,Ardagh Metal Beverage Trading Germa,ARDAGH GROUP,EUR,Germany,OTHER PACKAGING,Applicable,0,1,2025,10
iot-273,Ardagh Metal Beverage Trading UK Li,ARDAGH GROUP,EUR,United Kingdom,CANS,Applicable,257,290,2025,10
iot-274,Ardagh Metal Beverage Trading UK Li,ARDAGH GROUP,EUR,United Kingdom,OTHER PACKAGING,Applicable,0,7,2025,10
iot-275,Armaturenwerk Hötensleben GmbH,VARGUS LTD.,EUR,Germany,MAINTENANCE,Applicable,0,3,2025,10
iot-276,Armstrong Site Services,Armstrong Site Services,EUR,United Kingdom,FEES,Applicable,1,1,2025,10
iot-277,Armstrong Site Services,Armstrong Site Services,EUR,United Kingdom,MAINTENANCE,Applicable,40,40,2025,10
iot-278,Aspera Brauerei Riese GmbH,ASPERA BRAUEREI RIESE,EUR,Germany,MALT,Applicable,2,2,2025,10
iot-279,Aspera Brauerei Riese GmbH,ASPERA BRAUEREI RIESE,EUR,Germany,SUGAR,Applicable,1,1,2025,10
iot-280,Aspera Brauerei Riese GmbH,ASPERA BRAUEREI RIESE,EUR,Luxembourg,ADJUNCTS,Applicable,1,1,2025,10
iot-281,Assa Abloy Entrance Systems,ASSA ABLOY,EUR,Belgium,MAINTENANCE,Applicable,4,4,2025,10
iot-282,Astir Vitogiannis Bros SA,ASTIR VITOGIANNIS BROS,EUR,United Kingdom,METAL CLOSURES,Applicable,4,4,2025,10
iot-283,Auerbräu GmbH,Schörghuber Stiftung & Co. Holding KG,EUR,Germany,CUSTOMERS,Applicable,1,1,2025,10
iot-284,Augustiner-Bräu Wagner KG,Augustiner-Bräu Wagner KG,EUR,Germany,FINISHED PRODUCTS,Applicable,0,4,2025,10
iot-285,Augustiner-Bräu Wagner KG,Augustiner-Bräu Wagner KG,EUR,Germany,PALLETS,Applicable,2,4,2025,10
iot-286,Autodesk,"Autodesk, Inc.",EUR,Belgium,TECHNOLOGY,Applicable,1,1,2025,10
iot-287,Autoriteit Consument en Markt,Koninkrijk der Nederlanden,EUR,The Netherlands,LEGAL,Applicable,1,1,2025,10
iot-288,Avangard Malz Ag,"JSC ""BANK AVANGARD"" JSCo",EUR,Germany,MALT,Applicable,66,68,2025,10
iot-289,AxFlow B.V.,A Johnson & Co. AB,EUR,Belgium,MAINTENANCE,Applicable,2,3,2025,10
iot-290,AxFlow GmbH,A Johnson & Co. AB,EUR,Germany,MAINTENANCE,Applicable,5,5,2025,10
iot-291,Axiom Global (Deutschland) GmbH,Factor Law Inc.,EUR,Belgium,LEGAL,Applicable,1,1,2025,10
iot-292,Axiom Global Limited,Axiom Global Inc.,EUR,Belgium,LEGAL,Applicable,2,2,2025,10
iot-293,Ayeksie Consult,Ayeksie Consulting,EUR,Belgium,LOGISTICS,Applicable,5,5,2025,10
iot-294,BABM,Belgilux Association of Branded Products Manufacturers,EUR,Belgium,INSTITUTIONAL,Applicable,1,1,2025,10
iot-295,BACARDI NEDERLAND,Bacardi Limited,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,219,235,2025,10
iot-296,BARRON WOOD DISTRUBITION LTD,BARRON WOOD DISTRIBUTION GROUP LIMITED,EUR,United Kingdom,LOGISTICS,Applicable,5,5,2025,10
iot-297,BAS Truck Center B.V.,Stichting Administratiekantoor van Aandelen EXA Holding,EUR,The Netherlands,LOGISTICS,Applicable,2,2,2025,10
iot-298,BAUWENS-GHEUR CORDERIE,Corderie Bauwens-Gheur,EUR,Belgium,LOGISTICS,Applicable,5,5,2025,10
iot-299,BAYERISCHE FLASCHEN-GLASHÜTTEN,Wiegand-Glas Holding GmbH,EUR,Germany,BOTTLES,Applicable,5,5,2025,10
iot-300,BBF,BBF,EUR,Belgium,CORRUGATED BOARD,Applicable,1,1,2025,10
iot-301,BBF,BBF,EUR,Belgium,FINISHED PRODUCTS,Applicable,0,2,2025,10
iot-302,BEEDIRECT,Fortress ICT Business Holding B.V.,EUR,Belgium,TECHNOLOGY,Applicable,5,5,2025,10
iot-303,BEEDIRECT,Fortress ICT Business Holding B.V.,EUR,The Netherlands,LEASES AND RENTALS,Applicable,1,1,2025,10
iot-304,BEEDIRECT,Fortress ICT Business Holding B.V.,EUR,The Netherlands,MAINTENANCE,Applicable,1,1,2025,10
iot-305,BEEDIRECT,Fortress ICT Business Holding B.V.,EUR,The Netherlands,OFFICE UTILITIES,Applicable,1,1,2025,10
iot-306,BEEDIRECT,Fortress ICT Business Holding B.V.,EUR,The Netherlands,TECHNOLOGY,Applicable,1,1,2025,10
iot-307,BEER PROJECT,Beer Project,EUR,Belgium,FINISHED PRODUCTS,Applicable,4,4,2025,10
iot-308,BEER PROJECT,Beer Project,EUR,Belgium,PALLETS,Applicable,0,1,2025,10
iot-309,BENELUX SCIENTIFIC,Aptco Invest,EUR,Luxembourg,OTHER CONSUMABLES,Applicable,0,4,2025,10
iot-310,BERG GMBH,Kajo Neukirchen GmbH,EUR,Germany,MAINTENANCE,Applicable,1,4,2025,10
iot-311,BERNER BELGIEN,B.yond SE,EUR,Belgium,LOGISTICS,Applicable,1,1,2025,10
iot-312,BETC,BETC,EUR,Belgium,MARKETING,Applicable,1,1,2025,10
iot-313,BG prevent,BG prevent Träger e.V,EUR,Germany,MAINTENANCE,Applicable,1,1,2025,10
iot-314,BIEMAR-BOIS,L.M. Biemar,EUR,Belgium,MAINTENANCE,Applicable,2,2,2025,10
iot-315,BIOMERIEUX BENELUX,COMPAGNIE MERIEUX ALLIANCE,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,3,3,2025,10
iot-316,BLANKEDALE,Blankedale,EUR,Belgium,FINISHED PRODUCTS,Applicable,13,18,2025,10
iot-317,BLANKEDALE,Blankedale,EUR,Belgium,LOGISTICS,Applicable,31,53,2025,10
iot-318,BLG Industrielogistik GmbH & Co. KG,Bundesland Bremen,EUR,Germany,LOGISTICS,Applicable,7,7,2025,10
iot-319,BLS labeling&logistic service Gmbh,BLS Labeling and Logistic Service GmbH,EUR,Germany,FINISHED PRODUCTS,Applicable,7,7,2025,10
iot-320,BLS labeling&logistic service Gmbh,BLS Labeling and Logistic Service GmbH,EUR,Germany,LOGISTICS,Applicable,18,18,2025,10
iot-321,BLUECLIFF OPLEIDINGEN,BlueCliff & Partners,EUR,Belgium,PEOPLE,Applicable,3,3,2025,10
iot-322,BM AQUITAINE,AGENCE DES PARTICIPATIONS DE L'ETAT,EUR,France,LOGISTICS,Applicable,5,5,2025,10
iot-323,BM NORD,AGENCE DES PARTICIPATIONS DE L'ETAT,EUR,France,LOGISTICS,Applicable,2,2,2025,10
iot-324,BOC Limited,LINDE PUBLIC LIMITED COMPANY,EUR,United Kingdom,ENERGY & FLUIDS,Applicable,16,16,2025,10
iot-325,BOGAERT TRANSMISSION,3A Beheer,EUR,Belgium,LOGISTICS,Applicable,0,3,2025,10
iot-326,BOGAERT TRANSMISSION,3A Beheer,EUR,Belgium,MAINTENANCE,Applicable,18,37,2025,10
iot-327,BOHEMIA HOP,"CHMELAŘSTVÍ, družstvo Žatec",EUR,United Kingdom,HOPS,Applicable,1,1,2025,10
iot-328,BOHEMIA HOP,"CHMELAŘSTVÍ, družstvo Žatec",EUR,United Kingdom,OTHER RAW MATERIALS,Applicable,0,1,2025,10
iot-329,BOMA NV,Bieba Consult,EUR,Belgium,AUXILIARY MATERIALS,Applicable,2,2,2025,10
iot-330,BOMA NV,Bieba Consult,EUR,Belgium,MAINTENANCE,Applicable,2,2,2025,10
iot-331,BOMA NV,Bieba Consult,EUR,Belgium,OFFICE UTILITIES,Applicable,7,7,2025,10
iot-332,BOMA NV,Bieba Consult,EUR,Belgium,WORKING AND SAFETY MATERIALS,Applicable,2,2,2025,10
iot-333,BONG S.A.S.,Bong AB,EUR,France,OFFICE UTILITIES,Applicable,2,2,2025,10
iot-334,BOORTMALT,BOORTMALT,EUR,Belgium,MALT,Applicable,73,82,2025,10
iot-335,BOORTMALT UK,BOORTMALT,EUR,United Kingdom,MALT,Applicable,261,261,2025,10
iot-336,BRASSERIE CAULIER,Famille Caulier Holding,EUR,Belgium,CORRUGATED BOARD,Applicable,1,1,2025,10
iot-337,BRASSERIE CAULIER,Famille Caulier Holding,EUR,Belgium,FINISHED PRODUCTS,Applicable,1,2,2025,10
iot-338,BRASSERIE CAULIER,Famille Caulier Holding,EUR,Belgium,PALLETS,Applicable,5,5,2025,10
iot-339,BRASSERIE DE CHIMAY,Fondation Chimay - Wartoise,EUR,Belgium,CORRUGATED BOARD,Applicable,5,5,2025,10
iot-340,BRASSERIE DE CHIMAY,Fondation Chimay - Wartoise,EUR,Belgium,FINISHED PRODUCTS,Applicable,14,14,2025,10
iot-341,BRASSERIE DE CHIMAY,Fondation Chimay - Wartoise,EUR,Belgium,KEGS,Applicable,3,3,2025,10
iot-342,BRASSERIE DE CHIMAY,Fondation Chimay - Wartoise,EUR,Belgium,PLASTIC CRATES,Applicable,1,1,2025,10
iot-343,BRASSERIE DU BOCQ,Lenrec,EUR,Belgium,CORRUGATED BOARD,Applicable,1,1,2025,10
iot-344,BRASSERIE DU BOCQ,Lenrec,EUR,Belgium,FINISHED PRODUCTS,Applicable,0,2,2025,10
iot-345,BRASSERIE DUBUISSON FRERES,Dubuis - Holding,EUR,Belgium,FINISHED PRODUCTS,Applicable,5,10,2025,10
iot-346,BRASSERIE DUBUISSON FRERES,Dubuis - Holding,EUR,Belgium,PALLETS,Applicable,0,1,2025,10
iot-347,BRATZ Schanktechnik Nachfolger UG(h,Bratz Peter,EUR,Germany,BEER DISPENSE MATERIALS,Applicable,1,1,2025,10
iot-348,BRAUEREI HORNECK GMBH & CO KG,Brauerei Horneck GmbH & Co. KG,EUR,Germany,PALLETS,Applicable,0,5,2025,10
iot-349,BRIGGS OF BURTON Plc,"CIMC Liquid Process Technology Co., Ltd.",EUR,United Kingdom,MAINTENANCE,Applicable,0,4,2025,10
iot-350,BRONOX,BRONOX,EUR,Belgium,MAINTENANCE,Applicable,1,1,2025,10
iot-351,BROUWERIJ BOON,Brouwerij Stokerij De Groene Leeuw,EUR,Belgium,CORRUGATED BOARD,Applicable,4,4,2025,10
iot-352,BROUWERIJ BOON,Brouwerij Stokerij De Groene Leeuw,EUR,Belgium,FINISHED PRODUCTS,Applicable,6,10,2025,10
iot-353,BROUWERIJ BOON,Brouwerij Stokerij De Groene Leeuw,EUR,Belgium,PALLETS,Applicable,3,4,2025,10
iot-354,BROUWERIJ DE BRABANDERE,Théléo,EUR,Belgium,CORRUGATED BOARD,Applicable,3,3,2025,10
iot-355,BROUWERIJ DE BRABANDERE,Théléo,EUR,Belgium,FINISHED PRODUCTS,Applicable,9,9,2025,10
iot-356,BROUWERIJ DE BRABANDERE,Théléo,EUR,Belgium,KEGS,Applicable,1,1,2025,10
iot-357,BROUWERIJ DE BRABANDERE,Théléo,EUR,Belgium,PALLETS,Applicable,7,7,2025,10
iot-358,BROUWERIJ DE DOOL,De Dool,EUR,Belgium,CORRUGATED BOARD,Applicable,1,1,2025,10
iot-359,BROUWERIJ DE DOOL,De Dool,EUR,Belgium,FINISHED PRODUCTS,Applicable,3,3,2025,10
iot-360,BROUWERIJ DE HALVE MAAN,H.M. Group,EUR,Belgium,CORRUGATED BOARD,Applicable,5,7,2025,10
iot-361,BROUWERIJ DE HALVE MAAN,H.M. Group,EUR,Belgium,FINISHED PRODUCTS,Applicable,14,26,2025,10
iot-362,BROUWERIJ DE HALVE MAAN,H.M. Group,EUR,Belgium,KEGS,Applicable,5,8,2025,10
iot-363,BROUWERIJ DE HALVE MAAN,H.M. Group,EUR,Belgium,PALLETS,Applicable,19,30,2025,10
iot-364,BROUWERIJ DE KROON,De Kroon,EUR,Belgium,CORRUGATED BOARD,Applicable,2,2,2025,10
iot-365,BROUWERIJ DE KROON,De Kroon,EUR,Belgium,FINISHED PRODUCTS,Applicable,2,3,2025,10
iot-366,BROUWERIJ HET SAS,I.L.B.,EUR,Belgium,FINISHED PRODUCTS,Applicable,0,3,2025,10
iot-367,BROUWERIJ OMER VANDER GHINSTE,Panta,EUR,Belgium,CORRUGATED BOARD,Applicable,8,8,2025,10
iot-368,BROUWERIJ OMER VANDER GHINSTE,Panta,EUR,Belgium,CUSTOMERS,Applicable,1,2,2025,10
iot-369,BROUWERIJ OMER VANDER GHINSTE,Panta,EUR,Belgium,FINISHED PRODUCTS,Applicable,32,35,2025,10
iot-370,BROUWERIJ OMER VANDER GHINSTE,Panta,EUR,Belgium,KEGS,Applicable,1,1,2025,10
iot-371,BROUWERIJ OMER VANDER GHINSTE,Panta,EUR,Belgium,PALLETS,Applicable,4,4,2025,10
iot-372,BROUWERIJ ROMAN,Cobrero,EUR,Belgium,CORRUGATED BOARD,Applicable,0,1,2025,10
iot-373,BROUWERIJ ROMAN,Cobrero,EUR,Belgium,FINISHED PRODUCTS,Applicable,0,4,2025,10
iot-374,BROUWERIJ ROMAN,Cobrero,EUR,Belgium,KEGS,Applicable,0,1,2025,10
iot-375,BROUWERIJ ROMAN,Cobrero,EUR,Belgium,PALLETS,Applicable,0,4,2025,10
iot-376,BROUWERIJ ST. BERNARD,Garnsey,EUR,Belgium,CORRUGATED BOARD,Applicable,1,1,2025,10
iot-377,BROUWERIJ ST. BERNARD,Garnsey,EUR,Belgium,FINISHED PRODUCTS,Applicable,14,14,2025,10
iot-378,BROUWERIJ ST. BERNARD,Garnsey,EUR,Belgium,KEGS,Applicable,1,1,2025,10
iot-379,BROUWERIJ ST. BERNARD,Garnsey,EUR,Belgium,PALLETS,Applicable,4,4,2025,10
iot-380,BROUWERIJ VAN HONSEBROUCK,Xavest,EUR,Belgium,CORRUGATED BOARD,Applicable,6,10,2025,10
iot-381,BROUWERIJ VAN HONSEBROUCK,Xavest,EUR,Belgium,CUSTOMERS,Applicable,1,1,2025,10
iot-382,BROUWERIJ VAN HONSEBROUCK,Xavest,EUR,Belgium,FINISHED PRODUCTS,Applicable,27,45,2025,10
iot-383,BROUWERIJ VAN HONSEBROUCK,Xavest,EUR,Belgium,KEGS,Applicable,4,7,2025,10
iot-384,BROUWERIJ VAN HONSEBROUCK,Xavest,EUR,Belgium,MAINTENANCE,Applicable,0,1,2025,10
iot-385,BROUWERIJ VAN HONSEBROUCK,Xavest,EUR,Belgium,PALLETS,Applicable,10,18,2025,10
iot-386,BROUWERIJ VANUXEEM,Brasserie Vanuxeem Brouwerij,EUR,Belgium,SALES,Applicable,1,1,2025,10
iot-387,BTC EUROPE,BASF SE,EUR,Belgium,OTHER AUXILIARIES,Applicable,0,1,2025,10
iot-388,BTC EUROPE,BASF SE,EUR,Belgium,OTHER RAW MATERIALS,Applicable,1,1,2025,10
iot-389,BTC EUROPE,BASF SE,EUR,Germany,OTHER AUXILIARIES,Applicable,1,1,2025,10
iot-390,BUCHEN INDUSTRIAL SERVICES,Rethmann SE & Co. KG,EUR,Belgium,MAINTENANCE,Applicable,1,1,2025,10
iot-391,BUHLER GmbH,Bühler Holding AG,EUR,Germany,MAINTENANCE,Applicable,8,9,2025,10
iot-392,BUHLER GmbH,Bühler Holding AG,EUR,Germany,OFFICE UTILITIES,Applicable,1,1,2025,10
iot-393,BUISSET HIGH TECH,BUISSET,EUR,Belgium,MAINTENANCE,Applicable,13,13,2025,10
iot-394,BULLMAN,Goeyens Finances,EUR,Belgium,LOGISTICS,Applicable,1,2,2025,10
iot-395,BUREAU D'EXPERTISES WEILAND SARL,BUREAU D'EXPERTISES WEILAND SARL,EUR,Luxembourg,MAINTENANCE,Applicable,1,1,2025,10
iot-396,Ball Beverage Packaging,Ball,EUR,Belgium,CANS,Applicable,6,6,2025,10
iot-397,Ball Beverage Packaging,Ball,EUR,Belgium,OTHER PACKAGING,Applicable,2,2,2025,10
iot-398,Ball Beverage Packaging Europe,Ball,EUR,United Kingdom,CANS,Applicable,408,413,2025,10
iot-399,Ball Beverage Packaging Europe,Ball,EUR,United Kingdom,OTHER PACKAGING,Applicable,0,2,2025,10
iot-400,Ball Packaging Europe GMBH,Ball,EUR,Germany,CANS,Applicable,16,19,2025,10
iot-401,Ball Packaging Europe GMBH,Ball,EUR,Germany,OTHER PACKAGING,Applicable,4,4,2025,10
iot-402,Bamberger Mälzerei Beteiligungs Gmb,Bamberger Mälzerei GmbH,EUR,Germany,MALT,Applicable,34,36,2025,10
iot-403,BarthHaas GmbH,BarthHaas GmbH & Co. KG,EUR,United Kingdom,HOPS,Applicable,5,5,2025,10
iot-404,BarthHaas GmbH,BarthHaas GmbH & Co. KG,EUR,United Kingdom,OTHER RAW MATERIALS,Applicable,3,3,2025,10
iot-405,Batenburg Bellt N.V.,Silver Holding B.V.,EUR,Belgium,MAINTENANCE,Applicable,3,8,2025,10
iot-406,BeMyEye UK Limited,BEMYEYE HOLDINGS LIMITED,EUR,United Kingdom,MARKETING,Applicable,1,1,2025,10
iot-407,Beate und Thomas Bockstegers,Beate und Thomas Bockstegers,EUR,Germany,LEASES AND RENTALS,Applicable,1,1,2025,10
iot-408,Bechtle Direct Ltd.,BECHTLE,EUR,United Kingdom,MAINTENANCE,Applicable,1,3,2025,10
iot-409,Bechtle Direct Ltd.,BECHTLE,EUR,United Kingdom,TECHNOLOGY,Applicable,1,12,2025,10
iot-410,Bechtle GmbH,Bechtle Aktiengesellschaft,EUR,Belgium,TECHNOLOGY,Applicable,5,5,2025,10
iot-411,Bechtle GmbH,Bechtle Aktiengesellschaft,EUR,Germany,MAINTENANCE,Applicable,4,4,2025,10
iot-412,Bechtle GmbH,Bechtle Aktiengesellschaft,EUR,Germany,OFFICE UTILITIES,Applicable,1,1,2025,10
iot-413,Bechtle GmbH,Bechtle Aktiengesellschaft,EUR,Germany,TECHNOLOGY,Applicable,13,17,2025,10
iot-414,Belgium Peak Be,Belgium Peak Beer,EUR,Belgium,FINISHED PRODUCTS,Applicable,2,2,2025,10
iot-415,Benelux Sign Systems,Benelux Sign Group B.V.,EUR,The Netherlands,BEER DISPENSE MATERIALS,Applicable,3,5,2025,10
iot-416,Benelux Sign Systems,Benelux Sign Group B.V.,EUR,The Netherlands,MAINTENANCE,Applicable,9,14,2025,10
iot-417,Benelux Sign Systems,Benelux Sign Group B.V.,EUR,The Netherlands,SALES,Applicable,33,66,2025,10
iot-418,Benepack,HUARUIFENGQUAN Packaging Holdings Limited,EUR,Belgium,CANS,Applicable,74,100,2025,10
iot-419,Benepack,HUARUIFENGQUAN Packaging Holdings Limited,EUR,Belgium,MARKETING,Applicable,0,1,2025,10
iot-420,Benepack,HUARUIFENGQUAN Packaging Holdings Limited,EUR,Belgium,OTHER PACKAGING,Applicable,0,5,2025,10
iot-421,Benepack,HUARUIFENGQUAN Packaging Holdings Limited,EUR,Germany,CANS,Applicable,12,13,2025,10
iot-422,Benepack,HUARUIFENGQUAN Packaging Holdings Limited,EUR,Germany,OTHER PACKAGING,Applicable,0,1,2025,10
iot-423,Benway Solutions GmbH,Topp Holdings AG,EUR,Germany,MARKETING,Applicable,5,5,2025,10
iot-424,Berenschot Belgium,BERENSCHOT,EUR,Belgium,PEOPLE,Applicable,1,1,2025,10
iot-425,BeviClean GmbH,BevTec GmbH & Co KG,EUR,Austria,CUSTOMERS,Applicable,1,1,2025,10
iot-426,BeviClean GmbH,BevTec GmbH & Co KG,EUR,Germany,BEER DISPENSE MATERIALS,Applicable,51,51,2025,10
iot-427,BeviClean GmbH,BevTec GmbH & Co KG,EUR,Germany,CUSTOMERS,Applicable,3,3,2025,10
iot-428,BeviClean GmbH,BevTec GmbH & Co KG,EUR,Germany,MAINTENANCE,Applicable,1,1,2025,10
iot-429,BeviClean GmbH,BevTec GmbH & Co KG,EUR,Germany,SALES,Applicable,1,1,2025,10
iot-430,Bid Group Ltd,BID GROUP LTD,EUR,United Kingdom,MAINTENANCE,Applicable,2,3,2025,10
iot-431,Bierbaum Brandschutz &,Bierbaum GmbH & Co. KG,EUR,Germany,MAINTENANCE,Applicable,7,8,2025,10
iot-432,Biffa Waste Services,"ECP Bears Holdings, LP",EUR,United Kingdom,CO-PRODUCTS,Applicable,3,3,2025,10
iot-433,Biffa Waste Services,"ECP Bears Holdings, LP",EUR,United Kingdom,MAINTENANCE,Applicable,0,1,2025,10
iot-434,Biognost BV,BIOGNOST,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,3,3,2025,10
